1622;7;8;20;22;29;10
1623;17;22;24;25;38;18
1624;9;13;38;42;47;26
1625;3;11;25;35;38;18
1626;6;9;32;43;44;23
1627;2;5;17;22;43;10
1628;2;13;21;22;28;9
1629;2;11;27;36;43;9
1630;1;8;16;29;47;27
1631;7;10;21;41;47;4
1632;6;8;13;27;45;14
1633;5;8;13;20;46;3
1634;9;25;28;39;47;1
1635;8;24;29;36;41;13
1636;8;19;32;39;45;8
1637;3;17;29;32;35;14
1638;9;22;24;30;47;13
1639;9;18;31;39;43;20
1640;21;29;32;33;38;2
1641;11;22;30;41;45;1
1642;7;9;16;24;36;5
1643;13;15;20;32;33;10
1644;9;23;28;41;47;7
1645;14;16;21;38;41;14
1646;6;21;22;40;45;10
1647;8;17;29;35;44;1
1648;8;18;19;24;32;20
1649;7;9;18;23;45;12
1650;2;4;5;20;47;26
1651;4;6;21;36;46;11
1652;23;28;32;41;47;26
1653;5;14;26;30;33;5
1654;6;10;37;38;42;4
1655;12;26;27;38;43;18
1656;14;15;20;35;44;26
1657;1;5;9;29;38;25
1658;15;24;26;32;37;18
1659;13;23;37;38;40;9
1660;8;12;23;25;26;1
1661;3;5;8;24;39;19
1662;13;15;17;29;38;2
1663;4;5;12;18;37;23
1664;11;33;38;42;46;26
1665;9;17;22;30;36;13
1666;3;4;20;33;44;24
1667;10;11;12;19;44;20
1668;2;4;16;31;43;11
1669;2;6;7;8;15;14
1670;4;13;21;35;38;16
1671;8;14;25;27;46;14
1672;1;2;6;27;34;23
1673;12;14;18;31;46;7
1674;16;21;26;32;36;20
1675;21;33;37;44;45;22
1676;1;9;29;31;35;3
1677;9;12;21;26;36;27
1678;17;19;24;35;42;20
1679;21;26;28;35;46;13
1680;17;20;29;38;40;4
1681;2;7;20;42;45;26
1682;4;11;12;15;36;10
1683;13;14;31;42;43;6
1684;6;18;26;28;46;17
1685;4;5;34;38;42;23
1686;5;21;23;27;38;24
1687;2;5;35;43;47;12
1688;2;3;8;23;36;9
1689;4;7;9;19;31;6
1690;19;20;22;41;45;18
1691;33;36;41;42;43;14
1692;8;11;29;40;42;6
1693;9;17;22;25;28;10
1694;1;5;11;13;18;22
1695;4;9;13;38;44;13
1696;14;16;21;30;34;10
1697;2;5;20;23;46;15
1698;18;23;25;37;44;25
1699;31;35;36;42;44;24
1700;8;18;24;38;42;22
1701;19;20;23;26;34;12
1702;7;18;21;22;45;9
1703;6;12;25;26;42;7
1704;6;20;30;35;46;20
1705;20;26;32;34;35;24
1706;12;19;22;31;34;7
1707;2;19;24;31;33;19
1708;3;15;26;27;29;23
1709;6;7;24;31;47;10
1710;8;18;28;41;42;21
1711;6;13;21;40;47;9
1712;3;25;28;46;47;12
1713;1;16;25;27;32;12
1714;16;20;28;31;41;19
1715;7;20;27;34;43;6
1716;1;3;15;35;36;23
1717;4;7;26;38;47;23
1718;7;25;27;40;44;17
1719;10;21;24;32;33;9
1720;4;13;26;31;46;26
1721;5;18;23;24;31;13
1722;9;15;18;37;41;14
1723;3;5;34;35;38;11
1724;1;2;7;28;45;18
1725;8;14;16;24;33;8
1726;2;5;18;25;41;2
1727;6;9;17;29;32;12
1728;7;18;32;43;47;10
1729;14;28;35;39;43;14
1730;15;18;20;29;41;8
1731;2;16;28;33;34;27
1732;5;13;21;35;46;5
1733;7;11;21;25;35;1
1734;1;6;28;29;38;24
1735;4;11;13;16;26;20
1736;5;12;13;25;28;15
1737;1;11;17;19;31;10
1738;17;18;22;39;42;1
1739;3;18;30;32;35;23
1740;1;12;20;38;46;5
1741;17;20;25;37;43;11
1742;6;20;26;36;46;27
1743;4;18;24;33;35;27
1744;6;21;22;35;38;20
1745;9;10;19;30;41;24
1746;12;14;17;34;47;26
1747;10;12;18;23;30;2
1748;5;9;13;16;21;4
1749;9;28;32;40;42;2
1750;3;6;23;28;30;19
1751;1;2;4;34;36;22
1752;1;3;6;16;36;19
1753;6;7;13;15;33;12
1754;3;9;25;33;38;18
1755;11;14;20;26;47;26
1756;33;35;36;45;47;13
1757;3;9;20;26;42;23
1758;7;9;12;24;35;12
1759;10;22;24;28;41;5
1760;21;22;31;36;45;10
1761;16;25;26;29;33;1
1762;9;13;19;20;21;9
1763;18;22;27;28;29;2
1764;13;28;43;44;45;15
1765;2;17;29;44;47;5
1766;3;7;9;29;40;11
1767;4;20;23;29;41;5
1768;11;23;30;35;40;18
1769;1;3;22;36;44;18
1770;8;22;30;33;38;20
1771;17;21;30;36;44;20
1772;6;9;24;40;42;26
1773;10;36;39;44;47;14
1774;12;13;14;17;47;20
1775;23;35;40;45;47;3
1776;13;22;23;29;47;11
1777;1;6;19;45;46;27
1778;13;15;32;33;42;5
1779;9;13;26;31;36;17
1780;6;10;22;36;43;20
1781;1;14;22;34;44;15
1782;3;20;27;34;37;11
1783;12;22;25;42;45;4
1784;1;5;11;28;38;5
1785;3;11;13;16;33;11
1786;34;35;38;39;45;26
1787;3;7;11;17;43;20
1788;5;7;31;36;44;2
1789;12;20;33;38;42;6
1790;11;21;32;40;47;25
1791;3;14;22;35;43;15
1792;3;11;16;42;46;5
1793;2;13;15;21;46;4
1794;4;18;29;31;38;20
1795;21;28;30;33;35;6
1796;15;21;23;27;37;11
1797;8;12;13;14;18;18
1798;6;29;30;41;43;15
1799;5;23;34;45;47;4
1800;1;7;9;24;32;15
1801;13;14;19;21;30;15
1802;2;6;13;25;47;12
1803;7;29;40;44;46;2
1804;7;11;20;30;35;4
1805;12;14;40;41;43;12
1806;9;15;26;30;43;20
1807;5;12;17;34;39;5
1808;3;33;37;42;45;17
1809;1;24;27;35;43;12
1810;8;11;16;22;46;16
1811;2;13;32;34;35;20
1812;9;23;26;28;47;13
1813;4;23;26;28;39;5
1814;11;16;19;20;34;18
1815;2;12;14;30;44;17
1816;17;18;28;33;39;19
1817;5;9;29;36;41;13
1818;6;14;22;25;31;7
1819;7;10;29;35;40;21
1820;8;11;15;29;36;14
1821;7;22;28;30;37;11
1822;11;22;24;31;39;22
1823;16;18;23;34;45;14
1824;16;26;33;35;45;6
1825;20;22;28;42;46;14
1826;7;13;16;37;38;14
1827;9;18;31;42;45;26
1828;9;17;21;35;45;6
1829;8;11;20;22;45;18
1830;1;28;29;40;43;20
1831;1;10;31;45;47;17
1832;15;17;23;33;45;15
1833;10;14;30;38;42;22
1834;1;16;29;35;41;9
1835;2;14;35;37;47;7
1836;18;22;26;38;40;9
1837;4;5;28;34;38;9
1838;5;10;11;14;32;6
1839;16;23;36;44;47;10
1840;2;8;22;39;44;16
1841;1;3;12;28;47;9
1842;2;21;23;36;45;9
1843;4;5;9;20;34;23
1844;1;15;30;39;47;19
1845;1;6;14;33;36;10
1846;1;5;13;18;42;12
1847;1;7;10;28;40;2
1848;19;21;24;35;41;21
1849;18;20;32;34;44;12
1850;6;10;26;30;34;26
1851;1;5;6;17;43;5
1852;25;34;35;41;42;18
1853;9;11;32;41;42;2
1854;12;15;23;32;37;18
1855;3;17;20;28;44;21
1856;3;7;29;30;41;10
1857;2;9;27;30;45;13
1858;5;10;20;36;38;4
1859;2;3;27;28;46;24
1860;10;19;30;41;45;9
1861;2;9;13;20;44;27
1862;11;29;30;34;43;13
1863;5;6;7;17;23;23
1864;21;30;31;37;39;5
1865;7;12;16;26;40;21
1866;2;5;20;22;47;11
1867;4;10;15;23;39;26
1868;7;9;23;30;40;5
1869;8;10;19;21;30;27
1870;19;26;33;38;46;1
1871;1;12;30;38;40;2
1872;6;7;17;38;46;4
1873;1;2;6;38;41;27
1874;10;16;27;41;43;21
1875;9;23;26;31;36;10
1876;3;11;18;41;43;6
1877;1;22;25;36;43;17
1878;8;13;16;19;43;6
1879;21;22;26;29;39;16
1880;12;15;17;19;44;18
1881;34;38;42;43;45;19
1882;2;19;21;23;43;2
1883;7;13;15;28;31;9
1884;10;11;16;22;29;25
1885;4;6;17;29;31;8
1886;11;15;28;36;37;15
1887;7;16;20;44;45;18
1888;12;14;19;43;47;19
1889;2;5;21;25;38;11
1890;15;16;40;42;43;16
1891;12;16;25;31;45;20
1892;3;8;17;18;22;2
1893;4;15;23;26;47;23
1894;5;19;35;38;46;13
1895;2;8;22;29;47;22
1896;14;15;39;42;45;11
1897;21;24;34;40;45;26
1898;2;7;20;39;42;5
1899;34;40;42;44;45;12
1900;5;25;28;36;42;8
1901;4;6;7;34;39;9
1902;18;25;27;31;33;19
1903;13;23;25;30;44;10
1904;8;9;21;31;33;11
1905;1;5;6;18;35;15
1906;21;23;26;27;35;12
1907;6;8;13;30;32;9
1908;13;17;22;31;40;6
1909;13;24;35;37;40;20
1910;14;15;22;29;36;5
1911;5;8;17;21;35;21
1912;1;3;20;34;45;27
1913;3;12;31;39;47;7
1914;12;29;32;35;43;1
1915;1;13;21;32;41;7
1916;17;25;42;44;45;24
1917;16;19;21;31;42;9
1918;3;8;16;22;35;17
1919;16;21;27;38;40;23
1920;7;18;20;22;42;9
1921;2;8;13;23;27;15
1922;11;15;18;35;46;18
1923;11;24;25;26;41;17
1924;5;11;12;19;39;10
1925;5;13;22;35;40;20
1926;7;10;25;28;31;23
1927;3;30;34;37;41;18
1928;7;13;23;28;33;2
1929;2;17;28;37;45;5
1930;2;19;33;35;40;8
1931;8;13;19;22;40;17
1932;13;27;36;43;44;7
1933;2;25;33;39;44;11
1934;8;30;39;42;46;8
1935;10;12;30;34;39;19
1936;12;18;36;39;45;5
1937;9;10;23;33;34;22
1938;1;11;16;29;39;13
1939;5;13;34;40;46;6
1940;3;14;15;27;41;17
1941;5;7;21;30;34;24
1942;4;10;11;12;32;13
1943;13;15;22;30;38;20
1944;4;5;15;32;42;2
1945;5;7;11;24;38;19
1946;4;17;43;44;47;21
1947;7;16;19;32;36;24
1948;12;19;26;30;45;6
1949;4;5;6;31;44;21
1950;34;38;40;44;46;18
1951;3;15;23;32;39;27
1952;8;10;23;36;47;20
1953;24;30;34;37;43;27
1954;7;22;23;26;40;25
1955;3;4;20;39;40;3
1956;20;28;38;42;43;27
1957;5;15;19;20;35;20
1958;5;17;29;32;39;3
1959;6;24;25;36;43;17
1960;4;23;25;36;46;13
1961;4;7;10;16;17;24
1962;2;17;33;41;43;5
1963;7;14;20;21;47;24
1964;3;9;13;27;33;13
1965;20;24;25;27;44;6
1966;1;3;4;21;25;3
1967;2;3;6;9;35;1
1968;4;12;20;32;36;10
1969;8;10;18;31;36;15
1970;10;13;27;43;46;23
1971;10;16;21;25;34;1
1972;6;21;36;39;46;3
1973;3;16;22;31;42;18
1974;4;8;9;21;29;12
1975;3;16;20;30;34;13
1976;3;11;21;29;46;5
1977;2;10;15;27;41;2
1978;4;20;34;35;44;22
1979;1;2;4;6;35;17
1980;4;21;27;34;38;25
1981;7;21;27;32;41;3
1982;14;19;26;36;40;20
1983;11;27;34;39;43;21
1984;24;29;31;34;46;26
1985;7;31;32;36;41;18
1986;5;13;15;20;45;8
1987;12;19;23;34;47;19
1988;1;13;15;18;31;15
1989;13;24;31;33;39;27
1990;7;12;21;43;46;16
1991;2;9;11;27;28;27
1992;6;20;27;37;43;22
1993;5;6;42;44;45;15
1994;3;8;28;40;42;11
1995;7;26;27;35;38;14
1996;15;23;28;38;40;18
1997;7;15;22;41;45;11
1998;9;14;20;24;30;26
1999;9;15;23;39;44;2
2000;7;10;17;19;29;20
2001;1;11;14;30;31;12
2002;7;19;20;31;42;13
2003;9;12;36;38;41;5
2004;6;9;10;22;25;4
2005;15;22;26;27;37;23
2006;4;20;36;41;44;13
2007;4;10;15;17;29;22
2008;1;17;19;32;43;25
2009;2;9;12;20;34;16
2010;21;31;37;41;47;11
2011;9;16;20;32;45;8
2012;15;27;33;34;44;20
2013;9;15;22;36;44;13
2014;13;18;21;46;47;23
2015;2;10;13;18;20;21
2016;1;16;28;32;45;3
2017;1;2;8;16;32;10
2018;6;19;23;35;40;20
2019;7;10;13;19;35;12
2020;10;12;34;37;47;8
2021;6;10;26;32;37;3
2022;7;23;25;34;41;27
2023;11;14;23;28;43;18
2024;5;10;24;26;38;23
2025;15;19;27;31;34;2
2026;11;15;22;42;46;6
2027;24;41;43;44;46;22
2028;7;10;11;12;25;15
2029;9;10;23;26;37;27
2030;17;24;30;31;36;12
2031;3;22;24;32;39;22
2032;10;14;39;42;46;1
2033;10;16;21;28;29;3
2034;15;20;22;27;47;18
2035;12;15;32;43;45;11
2036;5;15;21;29;44;4
2037;1;4;20;29;30;17
2038;5;12;13;35;47;14
2039;7;15;23;27;44;19
2040;6;10;11;27;28;4
2041;6;11;30;39;46;16
2042;7;14;27;35;40;15
2043;9;10;19;25;43;12
2044;13;26;29;31;33;9
2045;10;13;21;30;46;6
2046;12;20;25;35;43;17
2047;18;20;32;34;40;7
2048;10;25;26;35;45;23
2049;2;14;30;40;44;10
2050;6;9;18;20;37;10
2051;11;12;21;30;40;10
2052;2;17;19;30;39;12
2053;1;4;17;36;42;24
2054;4;6;7;17;23;16
2055;7;12;20;25;33;7
2056;10;14;40;42;47;21
2057;6;12;21;26;36;10
2058;6;17;18;30;46;2
2059;1;21;30;39;40;4
2060;4;13;26;27;47;21
2061;8;15;31;42;46;6
2062;8;27;28;33;40;15
2063;6;10;20;42;45;21
2064;7;16;18;29;46;19
2065;22;24;31;33;40;22
2066;18;19;34;38;42;17
2067;3;10;33;36;43;10
2068;11;13;18;21;36;16
2069;7;14;17;18;32;21
2070;7;21;32;37;46;25
2071;18;20;31;32;33;4
2072;24;26;30;32;45;26
2073;12;15;37;39;47;5
2074;1;21;39;45;46;9
2075;31;32;36;39;46;18
2076;13;19;24;28;37;26
2077;3;9;13;26;42;2
2078;1;15;21;28;34;14
2079;5;25;26;39;41;25
2080;3;6;8;17;32;2
2081;4;15;17;20;35;23
2082;6;17;27;36;41;3
2083;10;15;23;30;38;3
2084;9;16;29;43;46;14
2085;8;11;26;36;41;25
2086;3;7;18;33;40;2
2087;17;18;22;26;35;10
2088;6;15;25;39;47;17
2089;5;13;19;27;33;19
2090;4;27;29;34;38;16
2091;2;5;14;34;36;9
2092;2;12;20;36;46;15
2093;13;14;26;36;40;2
2094;6;14;16;24;41;10
2095;3;5;12;20;24;6
2096;1;16;18;34;38;17
2097;16;17;24;25;46;10
2098;7;9;24;38;42;16
2099;5;8;24;33;44;5
2100;2;17;25;39;43;8
2101;4;15;20;32;40;2
2102;1;3;17;25;44;17
2103;4;21;26;35;37;24
2104;11;17;18;27;43;18
2105;8;16;17;27;31;6
2106;17;23;28;33;45;20
2107;1;11;15;17;33;3
2108;4;24;35;36;38;26
2109;10;15;23;24;29;19
2110;2;28;29;31;35;18
2111;2;21;31;38;44;4
2112;1;2;15;30;37;1
2113;15;22;25;32;35;22
2114;6;34;35;36;39;13
2115;22;23;28;32;39;14
2116;3;5;18;33;35;1
2117;1;16;24;41;42;12
2118;3;19;23;36;39;8
2119;12;19;27;43;44;20
2120;4;9;11;15;25;18
2121;19;20;28;32;47;27
2122;2;33;36;39;46;7
2123;6;10;11;15;21;27
2124;2;8;16;23;42;7
2125;1;18;24;25;37;4
2126;24;34;37;39;40;12
2127;15;18;24;25;45;12
2128;21;27;29;38;40;11
2129;17;18;19;31;33;16
2130;5;14;22;39;47;10
2131;6;13;15;34;41;20
2132;21;30;34;37;39;5
2133;7;23;24;30;45;5
2134;2;10;20;26;46;16
2135;9;12;21;33;42;17
2136;8;11;13;15;19;27
2137;4;14;16;40;42;23
2138;15;21;30;37;39;20
2139;7;13;27;31;41;19
2140;19;27;31;44;47;22
2141;3;5;11;26;43;5
2142;9;17;18;25;34;22
2143;2;4;29;32;47;26
2144;7;16;18;20;35;19
2145;8;11;18;37;46;15
2146;8;9;13;22;24;26
2147;5;9;10;20;25;5
2148;12;13;14;16;31;15
2149;15;33;38;44;45;4
2150;14;31;39;45;47;27
2151;1;14;21;35;36;7
2152;7;20;26;31;47;10
2153;3;30;36;38;43;26
2154;8;12;21;31;39;25
2155;14;23;33;38;40;27
2156;6;15;18;24;35;21
2157;2;9;16;25;36;11
2158;5;10;13;33;34;22
2159;17;18;26;31;38;19
2160;16;21;26;39;42;14
2161;2;3;7;14;38;20
2162;14;27;30;44;46;3
2163;2;6;16;33;35;5
2164;12;26;27;28;29;24
2165;5;14;22;24;30;25
2166;3;15;18;40;41;4
2167;14;36;37;41;45;26
2168;1;10;23;41;43;8
2169;9;15;34;39;40;10
2170;7;18;22;30;43;5
2171;21;25;28;34;42;10
2172;2;23;29;32;42;20
2173;10;18;28;40;47;22
2174;10;11;16;35;43;9
2175;2;20;30;31;46;27
2176;23;30;34;39;41;1
2177;2;19;23;45;46;16
2178;22;25;33;41;45;9
2179;2;6;17;41;45;1
2180;2;25;33;35;41;10
2181;15;22;23;40;42;15
2182;17;22;35;36;47;25
2183;4;10;20;34;47;19
2184;14;17;18;19;41;26
2185;10;16;19;21;39;15
2186;4;11;22;29;31;12
2187;14;15;23;31;40;7
2188;4;5;16;43;47;20
2189;8;9;10;28;35;9
2190;1;11;18;19;34;13
2191;5;7;21;29;43;22
2192;2;6;7;24;31;3
2193;5;17;23;42;43;19
2194;15;19;20;34;40;17
2195;5;13;14;27;37;9
2196;3;5;6;19;25;20
2197;6;21;22;34;38;14
2198;4;12;17;20;31;20
2199;13;14;34;35;40;16
2200;8;10;22;33;44;10
2201;17;26;35;42;45;4
2202;11;20;24;25;33;23
2203;7;19;29;37;43;22
2204;13;24;35;41;46;5
2205;1;13;20;30;44;20
2206;2;4;19;31;42;12
2207;3;4;10;28;39;26
2208;6;8;11;25;29;4
2209;7;22;25;33;44;3
2210;4;23;29;33;44;5
2211;14;30;31;39;42;15
2212;7;9;26;28;37;18
2213;11;20;27;30;44;13
2214;10;29;30;33;41;18
2215;5;17;30;41;44;14
2216;10;14;17;29;41;26
2217;20;21;33;40;44;2
2218;7;22;27;28;32;20
2219;2;13;41;44;46;26
2220;19;20;28;32;47;22
2221;10;12;19;22;35;16
2222;10;29;33;40;41;19
2223;2;6;9;33;36;20
2224;7;9;14;28;41;11
2225;3;11;12;25;29;21
2226;1;3;6;12;47;22
2227;6;11;17;38;41;25
2228;9;11;14;24;39;17
2229;8;12;23;32;39;25
2230;6;16;25;26;36;19
2231;3;8;10;30;37;13
2232;13;22;29;43;47;4
2233;10;18;20;36;42;25
2234;2;4;13;20;41;22
2235;5;7;11;20;22;11
2236;6;7;34;35;47;23
2237;7;25;27;32;36;12
2238;6;13;19;21;41;16
2239;19;26;27;40;47;21
2240;12;23;33;37;44;5
2241;1;6;20;40;41;18
2242;4;7;21;31;32;26
2243;5;13;15;20;36;24
2244;8;15;25;33;42;23
2245;6;13;17;18;25;9
2246;25;30;33;37;38;1
2247;7;10;23;24;40;26
2248;9;11;27;36;39;10
2249;13;15;26;27;36;10
2250;3;24;25;43;45;20
2251;3;20;28;29;41;14
2252;3;11;28;30;38;12
2253;10;26;31;32;40;23
2254;7;16;35;40;47;24
2255;2;22;37;42;45;19
2256;8;18;27;29;39;23
2257;13;17;18;20;46;6
2258;1;12;17;20;21;25
2259;6;7;37;41;47;13
2260;4;6;21;32;36;3
2261;14;15;19;25;34;8
2262;15;26;29;37;45;22
2263;30;33;38;46;47;11
2264;20;22;25;32;45;12
2265;20;34;41;42;46;26
2266;10;15;16;46;47;22
2267;7;10;23;26;40;26
2268;14;19;22;32;38;1
2269;3;13;29;40;42;9
2270;5;14;37;44;47;25
2271;17;30;35;40;41;2
2272;25;29;30;31;38;25
2273;1;19;39;44;45;8
2274;8;17;20;26;38;19
2275;6;15;21;29;37;10
2276;5;22;25;29;35;7
2277;8;13;21;26;41;20
2278;4;34;35;38;43;17
2279;4;23;33;35;45;14
2280;14;23;24;25;44;18
2281;4;11;15;23;34;26
2282;15;26;29;40;42;25
2283;1;6;10;23;40;18
2284;25;27;30;32;38;2
2285;1;13;19;23;25;12
2286;8;16;21;28;29;1
2287;5;6;12;24;44;12
2288;17;34;39;40;46;4
2289;8;15;34;38;47;2
2290;22;31;36;43;45;16
2291;26;37;38;44;45;9
2292;7;28;34;38;45;6
2293;3;7;23;31;36;16
2294;12;14;27;29;30;27
2295;4;7;17;31;33;1
2296;8;18;21;41;46;24
2297;12;18;19;21;30;4
2298;2;4;12;34;46;16
2299;7;18;34;35;43;25
2300;13;18;29;35;41;19
2301;5;6;20;36;44;18
2302;6;26;36;40;46;19
2303;2;5;8;21;32;20
2304;1;20;29;34;38;27
2305;23;24;26;28;29;11
2306;6;7;26;42;43;1
2307;11;15;26;32;42;18
2308;5;19;27;36;42;27
2309;2;6;27;35;36;1
2310;7;15;23;38;39;21
2311;5;7;8;14;35;26
